account_id,has-child
4713,Has child
675,Has child
5025,Has child
2308,Has child
5995,Has child
6749,Has child
1010,Has child
8977,No child
4756,No child
3412,Has child
606,Has child
5961,Has child
2975,Has child
2894,No child
7613,Has child
10542,Has child
8015,No child
10617,No child
11166,Has child
849,Has child
523,Has child
4066,Has child
8414,Has child
819,No child
4961,Has child
749,Has child
5430,Has child
7755,Has child
10525,Has child
1453,No child
8310,Has child
10710,Has child
5031,No child
2613,Has child
213,Has child
967,Has child
1077,No child
7959,No child
640,Has child
4252,Has child
8432,Has child
6218,Has child
6905,No child
5922,Has child
3598,Has child
6116,Has child
6263,Has child
10486,No child
2410,No child
193,No child
3363,No child
8278,No child
10660,Has child
8686,Has child
1604,Has child
5907,Has child
10669,Has child
2918,Has child
5735,No child
359,Has child
8387,Has child
1829,Has child
3839,Has child
9392,Has child
2292,Has child
10466,Has child
9855,Has child
4088,Has child
5231,Has child
590,No child
8732,Has child
2315,Has child
3515,Has child
2245,Has child
6283,Has child
2246,Has child
6606,Has child
5545,No child
7342,Has child
837,Has child
9500,Has child
3602,Has child
234,Has child
2995,No child
1118,Has child
7789,No child
3068,No child
8955,Has child
945,Has child
5644,Has child
7192,Has child
2324,Has child
697,No child
3439,Has child
1506,Has child
232,Has child
8876,Has child
4500,No child
9739,Has child
10395,Has child
1176,Has child
1627,No child
938,Has child
2740,Has child
257,Has child
4058,No child
7736,Has child
8210,Has child
833,Has child
6230,Has child
7325,Has child
1307,Has child
1502,Has child
6211,Has child
843,Has child
4174,Has child
9757,No child
6918,Has child
286,Has child
11086,Has child
1921,Has child
4138,Has child
7718,No child
1291,Has child
6862,No child
4136,Has child
803,Has child
4298,Has child
10833,Has child
9606,No child
8534,Has child
5153,Has child
961,Has child
5011,Has child
6653,Has child
9094,Has child
810,Has child
5493,Has child
2147,No child
5107,Has child
3979,No child
6049,No child
8147,Has child
1857,Has child
3910,No child
5207,Has child
11114,Has child
5429,Has child
9400,No child
1740,No child
7488,Has child
195,Has child
635,Has child
7527,Has child
10319,Has child
2296,Has child
10637,Has child
2931,No child
907,Has child
3698,No child
9516,No child
679,Has child
7384,No child
5043,No child
5267,Has child
339,Has child
2516,Has child
9010,No child
378,No child
4808,No child
5068,Has child
7628,Has child
7128,Has child
2811,Has child
3551,Has child
1663,Has child
5543,Has child
1577,No child
10641,Has child
5336,Has child
6024,No child
1878,No child
3099,Has child
6055,No child
5841,Has child
3972,Has child
4394,No child
5758,No child
6658,Has child
4603,Has child
8427,No child
10260,Has child
7143,Has child
8789,Has child
6197,Has child
4554,Has child
4937,Has child
1920,Has child
8749,Has child
1650,No child
10377,Has child
9206,Has child
10971,Has child
6398,Has child
9212,Has child
7937,No child
839,Has child
4246,No child
158,No child
4832,Has child
5621,Has child
1945,Has child
5147,No child
2535,Has child
11039,Has child
9495,No child
9635,No child
2173,Has child
942,Has child
9386,Has child
5510,Has child
873,Has child
2253,No child
5181,Has child
979,Has child
10390,Has child
4698,No child
7793,Has child
1745,No child
10590,No child
5080,No child
8369,Has child
5232,Has child
2407,No child
3834,Has child
7912,Has child
7712,No child
1065,No child
7275,Has child
1343,Has child
1384,Has child
9967,Has child
6181,No child
10507,Has child
2674,Has child
2698,Has child
3231,Has child
4096,Has child
10476,Has child
5948,Has child
9140,Has child
10258,Has child
5675,Has child
4743,Has child
8805,Has child
1542,Has child
6770,Has child
8773,Has child
10420,Has child
7514,Has child
793,Has child
10909,No child
8702,Has child
4791,Has child
2963,No child
8216,Has child
8140,Has child
10146,Has child
5289,Has child
2587,Has child
4405,Has child
8663,Has child
2589,Has child
3421,Has child
10490,Has child
4094,Has child
9958,Has child
2534,Has child
4188,Has child
6613,Has child
10827,Has child
5491,Has child
8402,Has child
8783,Has child
10010,Has child
618,Has child
9121,Has child
361,Has child
4310,No child
2678,Has child
6376,Has child
524,No child
10341,No child
5654,Has child
4098,Has child
5824,Has child
7000,No child
2561,Has child
5229,Has child
4086,No child
2428,Has child
8254,Has child
2836,Has child
8418,Has child
1362,No child
7152,Has child
10033,Has child
9349,No child
274,Has child
3388,Has child
922,Has child
8588,Has child
2518,No child
574,No child
3220,Has child
5967,Has child
1183,Has child
6856,Has child
4530,No child
1553,No child
4682,No child
8204,No child
5221,Has child
1232,No child
1927,Has child
5788,Has child
6652,No child
6246,No child
5975,Has child
6875,No child
4399,No child
4042,Has child
2157,Has child
10133,No child
2525,No child
8233,Has child
9483,Has child
2945,Has child
10403,Has child
5074,Has child
10524,Has child
4690,Has child
7521,No child
7196,Has child
4406,Has child
9672,Has child
4864,Has child
4706,Has child
4070,Has child
25,Has child
3697,Has child
217,No child
4220,Has child
5286,No child
9559,Has child
2849,Has child
7787,Has child
3102,Has child
5868,Has child
8370,Has child
9988,Has child
2939,No child
5529,Has child
9743,Has child
5763,Has child
3478,Has child
7494,Has child
1763,No child
7250,Has child
2005,Has child
10770,No child
6885,Has child
2072,Has child
9463,Has child
6318,No child
4093,Has child
5751,Has child
3340,Has child
3594,Has child
3584,No child
3643,No child
851,Has child
7706,Has child
3967,No child
10128,Has child
486,No child
9,Has child
9451,Has child
9264,No child
3865,No child
2853,Has child
1490,Has child
6310,Has child
10380,Has child
3887,Has child
4278,No child
8643,No child
1998,Has child
10795,Has child
11110,Has child
2408,Has child
202,No child
7998,Has child
830,No child
3536,Has child
6050,Has child
125,Has child
3463,Has child
2804,Has child
3745,Has child
9771,Has child
451,Has child
10530,No child
1079,Has child
8920,Has child
6678,Has child
3852,Has child
528,No child
73,Has child
5589,Has child
10212,Has child
6365,No child
5636,No child
591,Has child
2217,Has child
2544,Has child
7725,No child
8091,Has child
7321,No child
5462,Has child
7791,Has child
955,Has child
4037,Has child
6642,Has child
2793,Has child
5424,Has child
879,Has child
9530,Has child
4828,Has child
10699,Has child
1497,Has child
7476,Has child
4390,Has child
10478,Has child
1081,Has child
4261,No child
9916,Has child
5350,No child
8135,Has child
8685,Has child
4967,Has child
2130,Has child
9298,No child
8175,No child
6257,Has child
3790,Has child
9952,No child
3503,No child
5223,Has child
4608,No child
1626,Has child
4764,Has child
2471,No child
5892,Has child
2612,No child
4971,Has child
5185,No child
10069,Has child
2262,Has child
1131,Has child
1041,Has child
24,Has child
3409,Has child
7022,Has child
7943,Has child
5272,Has child
5453,No child
2565,No child
800,Has child
11092,Has child
5062,Has child
8969,Has child
4656,Has child
4480,Has child
9971,Has child
6729,No child
1773,No child
9242,No child
1764,Has child
6215,Has child
10099,Has child
5423,Has child
940,Has child
3011,Has child
3298,Has child
8286,Has child
9668,Has child
5120,No child
6097,Has child
7019,Has child
7408,Has child
8041,Has child
252,No child
9986,Has child
3276,Has child
3859,Has child
3570,Has child
3783,Has child
10207,Has child
10906,Has child
3427,Has child
5209,Has child
10711,No child
10785,Has child
2814,Has child
6866,Has child
1665,Has child
6575,Has child
3829,Has child
3091,Has child
10141,No child
5177,Has child
7005,No child
6409,No child
7485,Has child
8079,Has child
8395,No child
10352,Has child
4931,No child
13,Has child
1834,Has child
2285,Has child
2295,Has child
1378,Has child
2781,No child
1165,Has child
1404,Has child
6457,Has child
2639,Has child
8299,No child
6437,Has child
6912,Has child
7327,Has child
5299,Has child
4127,Has child
8143,No child
1964,No child
3690,No child
3433,No child
3389,Has child
4712,No child
1170,Has child
6347,Has child
4065,Has child
8230,Has child
1215,No child
5939,Has child
2156,Has child
7788,Has child
10323,Has child
7947,Has child
1891,No child
2570,Has child
9256,Has child
295,No child
7397,Has child
6349,No child
10790,Has child
10398,Has child
2431,No child
550,Has child
1890,Has child
10742,No child
10356,Has child
4676,Has child
8852,Has child
3565,Has child
5294,Has child
1958,Has child
7349,Has child
8799,Has child
1351,Has child
1045,Has child
7732,Has child
8070,Has child
477,No child
7832,Has child
2202,Has child
7396,No child
4055,Has child
10340,Has child
10091,Has child
7629,Has child
10640,Has child
3498,Has child
6742,Has child
1172,No child
569,No child
4686,No child
1381,Has child
2634,Has child
10905,Has child
1744,Has child
1000,Has child
3828,Has child
8605,Has child
10304,No child
4351,Has child
10129,No child
2499,Has child
10092,Has child
7500,Has child
5796,No child
10556,Has child
1064,Has child
48,Has child
7610,Has child
263,No child
10814,No child
9710,Has child
9292,No child
10250,No child
7881,No child
5847,Has child
737,No child
3571,Has child
7807,Has child
3878,Has child
5092,Has child
2154,Has child
5394,Has child
3798,Has child
3524,Has child
5247,Has child
5883,Has child
2118,Has child
8812,Has child
6616,Has child
2797,Has child
4328,Has child
9167,Has child
10560,Has child
2631,No child
8312,No child
5534,Has child
5093,Has child
7592,No child
8895,No child
8584,No child
2694,Has child
8910,Has child
7433,Has child
164,No child
10477,Has child
2681,No child
5150,Has child
5283,Has child
9645,No child
10678,Has child
7261,Has child
9648,Has child
2870,Has child
8008,Has child
1513,Has child
6173,Has child
1419,Has child
9150,Has child
7960,No child
1250,Has child
9905,Has child
10691,Has child
7002,Has child
2952,Has child
8439,Has child
762,Has child
2831,Has child
6977,Has child
6289,Has child
4168,Has child
8397,Has child
9284,Has child
6237,Has child
3130,Has child
1619,No child
1990,No child
5513,Has child
269,Has child
8093,No child
10513,No child
10177,Has child
2549,Has child
5782,Has child
10057,No child
10307,Has child
8566,Has child
2415,Has child
5684,Has child
8334,Has child
9166,Has child
1440,No child
78,Has child
5441,Has child
5302,No child
4687,No child
1087,Has child
6859,Has child
9860,Has child
7129,Has child
5866,Has child
10521,Has child
7393,Has child
7849,No child
332,Has child
9847,Has child
531,Has child
9576,Has child
6906,No child
7419,Has child
3170,No child
8527,Has child
7872,No child
9931,Has child
10595,No child
4609,Has child
5010,Has child
4427,No child
11148,Has child
1168,No child
9595,No child
10163,No child
2886,Has child
6710,Has child
5316,No child
9029,No child
521,Has child
1459,Has child
10241,No child
1630,Has child
3254,Has child
9064,No child
3678,Has child
4227,Has child
9467,Has child
8486,Has child
2186,No child
3286,Has child
8602,Has child
3722,Has child
6715,Has child
4796,Has child
9612,No child
3766,No child
1399,No child
1570,Has child
3426,Has child
3074,No child
8341,Has child
5180,Has child
6461,Has child
7679,No child
10702,Has child
7505,Has child
5113,No child
10858,Has child
2961,Has child
2747,No child
3010,No child
5790,Has child
6892,Has child
1743,No child
3578,Has child
8462,Has child
5558,No child
4619,No child
8780,Has child
10789,Has child
10779,No child
5896,No child
2337,Has child
10951,Has child
544,No child
17,Has child
10680,Has child
3265,No child
5623,Has child
5832,No child
5544,Has child
6417,No child
5831,Has child
7101,Has child
10176,Has child
2326,No child
4385,Has child
2929,No child
10686,Has child
2546,Has child
3283,Has child
3138,No child
4994,No child
7966,Has child
3112,Has child
10872,Has child
2181,No child
1867,No child
1518,Has child
5734,Has child
2878,Has child
1458,Has child
7007,Has child
6200,Has child
1403,Has child
4827,Has child
6250,Has child
9291,Has child
2478,Has child
1139,No child
5138,Has child
5393,Has child
10413,No child
5015,Has child
10868,No child
10676,No child
2495,Has child
7842,Has child
9955,Has child
6663,No child
2162,Has child
3434,No child
7919,No child
5626,No child
6428,No child
8514,Has child
10448,Has child
2109,No child
7530,Has child
8925,Has child
3009,No child
6355,Has child
3517,Has child
1158,Has child
6203,No child
7165,Has child
3595,Has child
8537,No child
4331,No child
6281,Has child
4338,Has child
2452,Has child
9507,Has child
8360,Has child
10311,Has child
5117,No child
4867,Has child
9289,Has child
10913,Has child
3032,Has child
8524,Has child
3334,No child
4470,Has child
1406,Has child
8619,Has child
10821,Has child
4552,No child
898,Has child
9797,Has child
10949,No child
8212,Has child
6248,No child
10164,Has child
4547,Has child
6815,No child
4122,No child
10841,Has child
5370,Has child
176,Has child
4860,Has child
10757,Has child
4023,Has child
6679,No child
9923,Has child
7181,Has child
3599,Has child
405,Has child
6870,Has child
832,Has child
2002,No child
3657,Has child
500,No child
1951,No child
3262,No child
4102,Has child
7042,No child
10598,Has child
255,Has child
2375,Has child
9829,Has child
6214,Has child
4954,Has child
7861,Has child
4837,Has child
9423,Has child
4198,Has child
153,No child
9323,Has child
10001,Has child
3945,Has child
3799,Has child
8625,Has child
3491,Has child
983,Has child
9119,Has child
4786,Has child
5872,Has child
6568,Has child
5628,No child
5631,No child
4974,Has child
8416,Has child
5454,Has child
4095,Has child
5474,Has child
4268,Has child
10701,No child
3507,Has child
2079,No child
626,Has child
4426,Has child
2591,Has child
10509,Has child
6382,Has child
6673,No child
7441,Has child
1071,Has child
10061,Has child
8775,Has child
2345,No child
322,Has child
10897,Has child
123,Has child
6103,No child
7899,Has child
10500,Has child
1655,Has child
2406,Has child
2712,Has child
5517,Has child
10643,No child
2254,No child
10281,Has child
6958,Has child
954,No child
4643,Has child
6497,Has child
5396,No child
1052,Has child
2802,No child
6343,Has child
6507,Has child
7901,Has child
4865,Has child
2686,No child
3107,Has child
7734,No child
1146,Has child
11031,Has child
7428,No child
975,Has child
1103,Has child
3422,Has child
1055,Has child
6544,Has child
1241,Has child
2909,Has child
5802,No child
1407,Has child
6183,Has child
340,Has child
5991,Has child
3104,No child
9729,Has child
1008,No child
11091,Has child
3969,Has child
1916,Has child
9907,Has child
87,Has child
8659,Has child
6262,No child
6147,Has child
8832,Has child
10067,Has child
7532,Has child
4915,Has child
2115,Has child
2088,No child
2493,Has child
6292,No child
1631,No child
10104,Has child
3006,Has child
3919,No child
11181,No child
642,Has child
4369,No child
10127,Has child
271,Has child
4973,Has child
2948,Has child
2715,Has child
10432,Has child
9216,Has child
7124,Has child
9727,No child
5136,Has child
9790,No child
1818,Has child
1100,Has child
7873,Has child
10609,Has child
6950,Has child
7233,No child
9481,Has child
7699,Has child
2711,Has child
8933,Has child
8726,Has child
1515,Has child
5186,Has child
10157,Has child
5667,Has child
902,Has child
977,Has child
7313,No child
7600,Has child
9706,Has child
2429,Has child
3520,No child
10394,No child
4548,Has child
9362,Has child
3968,No child
4084,Has child
6721,Has child
2829,Has child
1772,No child
1544,No child
492,Has child
4377,Has child
4541,Has child
1321,Has child
8858,Has child
3266,No child
11187,Has child
8207,Has child
9723,Has child
2666,Has child
5721,No child
10652,No child
1646,Has child
4418,No child
2656,Has child
7990,No child
8722,No child
7118,Has child
2980,Has child
1839,No child
10722,Has child
2632,Has child
9014,Has child
7620,Has child
10968,Has child
11133,Has child
2736,Has child
1876,No child
5959,Has child
1092,Has child
4333,Has child
3850,Has child
6168,Has child
607,Has child
10469,No child
6983,Has child
3661,No child
9303,Has child
692,Has child
736,Has child
9589,No child
4838,Has child
9246,Has child
6261,Has child
7366,No child
10659,Has child
1448,Has child
4286,Has child
4749,Has child
4478,Has child
4201,Has child
10084,Has child
7004,Has child
9817,No child
8080,No child
8372,Has child
10870,Has child
4001,Has child
7270,No child
8235,Has child
9405,Has child
